NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2017,2017,25,Paraíba,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2017,2017,26,Pernambuco,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2017,2017,27,Alagoas,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2017,2017,28,Sergipe,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2017,2017,29,Bahia,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2017,2017,31,Minas Gerais,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2017,2017,32,Espírito Santo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2017,2017,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2017,2017,35,São Paulo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2017,2017,41,Paraná,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2017,2017,42,Santa Catarina,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2017,2017,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2017,2017,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2017,2017,51,Mato Grosso,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2017,2017,52,Goiás,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2017,2017,53,Distrito Federal,104029,Total
1,Brasil,40,Mil Reais,291096794,1239,Receita bruta total,2018,2018,1,Brasil,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,11,Rondônia,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,12,Acre,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,13,Amazonas,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,14,Roraima,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,15,Pará,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,16,Amapá,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,17,Tocantins,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,21,Maranhão,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,22,Piauí,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,23,Ceará,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,25,Paraíba,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,26,Pernambuco,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,27,Alagoas,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,28,Sergipe,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,29,Bahia,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,31,Minas Gerais,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,32,Espírito Santo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,35,São Paulo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,41,Paraná,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,42,Santa Catarina,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,51,Mato Grosso,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,52,Goiás,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2018,2018,53,Distrito Federal,104029,Total
1,Brasil,40,Mil Reais,306291025,1239,Receita bruta total,2019,2019,1,Brasil,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,11,Rondônia,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,12,Acre,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,13,Amazonas,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,14,Roraima,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,15,Pará,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,16,Amapá,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,17,Tocantins,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,21,Maranhão,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,22,Piauí,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,23,Ceará,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,25,Paraíba,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,26,Pernambuco,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,27,Alagoas,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,28,Sergipe,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,29,Bahia,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,31,Minas Gerais,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,32,Espírito Santo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,35,São Paulo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,41,Paraná,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,42,Santa Catarina,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,51,Mato Grosso,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,52,Goiás,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2019,2019,53,Distrito Federal,104029,Total
1,Brasil,40,Mil Reais,345389741,1239,Receita bruta total,2020,2020,1,Brasil,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,11,Rondônia,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,12,Acre,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,13,Amazonas,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,14,Roraima,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,15,Pará,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,16,Amapá,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,17,Tocantins,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,21,Maranhão,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,22,Piauí,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,23,Ceará,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,25,Paraíba,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,26,Pernambuco,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,27,Alagoas,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,28,Sergipe,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,29,Bahia,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,31,Minas Gerais,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,32,Espírito Santo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,35,São Paulo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,41,Paraná,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,42,Santa Catarina,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,51,Mato Grosso,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,52,Goiás,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1239,Receita bruta total,2020,2020,53,Distrito Federal,104029,Total
1,Brasil,2,Percentual,100.00,1001239,Receita bruta total - percentual do total geral,2007,2007,1,Brasil,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,11,Rondônia,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,12,Acre,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,13,Amazonas,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,14,Roraima,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,15,Pará,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,16,Amapá,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,17,Tocantins,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,21,Maranhão,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,22,Piauí,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,23,Ceará,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,25,Paraíba,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,26,Pernambuco,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,27,Alagoas,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,28,Sergipe,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,29,Bahia,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,31,Minas Gerais,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,32,Espírito Santo,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,35,São Paulo,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,41,Paraná,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,42,Santa Catarina,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,51,Mato Grosso,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,52,Goiás,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2007,2007,53,Distrito Federal,104029,Total
1,Brasil,2,Percentual,100.00,1001239,Receita bruta total - percentual do total geral,2008,2008,1,Brasil,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,11,Rondônia,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,12,Acre,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,13,Amazonas,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,14,Roraima,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,15,Pará,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,16,Amapá,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,17,Tocantins,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,21,Maranhão,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,22,Piauí,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,23,Ceará,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,25,Paraíba,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,26,Pernambuco,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,27,Alagoas,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,28,Sergipe,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,29,Bahia,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,31,Minas Gerais,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,32,Espírito Santo,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,35,São Paulo,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,41,Paraná,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,42,Santa Catarina,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,51,Mato Grosso,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,52,Goiás,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2008,2008,53,Distrito Federal,104029,Total
1,Brasil,2,Percentual,100.00,1001239,Receita bruta total - percentual do total geral,2009,2009,1,Brasil,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,11,Rondônia,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,12,Acre,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,13,Amazonas,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,14,Roraima,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,15,Pará,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,16,Amapá,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,17,Tocantins,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,21,Maranhão,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,22,Piauí,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,23,Ceará,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,25,Paraíba,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,26,Pernambuco,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,27,Alagoas,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,28,Sergipe,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,29,Bahia,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,31,Minas Gerais,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,32,Espírito Santo,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,35,São Paulo,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,41,Paraná,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,42,Santa Catarina,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,51,Mato Grosso,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,52,Goiás,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2009,2009,53,Distrito Federal,104029,Total
1,Brasil,2,Percentual,100.00,1001239,Receita bruta total - percentual do total geral,2010,2010,1,Brasil,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,11,Rondônia,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,12,Acre,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,13,Amazonas,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,14,Roraima,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,15,Pará,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,16,Amapá,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,17,Tocantins,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,21,Maranhão,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,22,Piauí,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,23,Ceará,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,25,Paraíba,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,26,Pernambuco,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,27,Alagoas,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,28,Sergipe,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,29,Bahia,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,31,Minas Gerais,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,32,Espírito Santo,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,35,São Paulo,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,41,Paraná,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,42,Santa Catarina,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,51,Mato Grosso,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,52,Goiás,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2010,2010,53,Distrito Federal,104029,Total
1,Brasil,2,Percentual,100.00,1001239,Receita bruta total - percentual do total geral,2011,2011,1,Brasil,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,11,Rondônia,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,12,Acre,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,13,Amazonas,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,14,Roraima,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,15,Pará,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,16,Amapá,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,17,Tocantins,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,21,Maranhão,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,22,Piauí,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,23,Ceará,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,25,Paraíba,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,26,Pernambuco,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,27,Alagoas,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,28,Sergipe,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,29,Bahia,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,31,Minas Gerais,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,32,Espírito Santo,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,35,São Paulo,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,41,Paraná,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,42,Santa Catarina,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,51,Mato Grosso,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,52,Goiás,104029,Total
3,Unidade da Federação,2,Percentual,-,1001239,Receita bruta total - percentual do total geral,2011,2011,53,Distrito Federal,104029,Total
1,Brasil,2,Percentual,100.00,1001239,Receita bruta total - percentual do total geral,2012,2012,1,Brasil,104029,Total
